5,Middle East,5.1,Initial Project under Middle East,5.1.6,Sixth Module in Initial Project under Middle East,5.1.6.1,Error 1 of Sixth Module In Initial Project under Middle East,No Mitigation yet :(,No links yet ,User1,False,null,null
5,Middle East,5.2,Secondary Project under Middle East,5.2.6,Sixth Module in Secondary Project under Middle East,5.2.6.1,Error 1 of Sixth Module In Secondary Project under Middle East,No Mitigation yet :(,No links yet ,User2,False,null,null
5,Middle East,5.3,Final Project under Middle East,5.3.6,Sixth Module in Final Project under Middle East,5.3.6.1,Error 1 of Sixth Module In Final Project under Middle East,No Mitigation yet :(,No links yet ,User3,False,null,null
6,SCB,6.1,Initial Project under SCB,6.1.6,Sixth Module in Initial Project under SCB,6.1.6.1,Error 1 of Sixth Module In Initial Project under SCB,No Mitigation yet :(,No links yet ,User1,True,User9,User1;User10
6,SCB,6.2,Secondary Project under SCB,6.2.6,Sixth Module in Secondary Project under SCB,6.2.6.1,Error 1 of Sixth Module In Secondary Project under SCB,No Mitigation yet :(,No links yet ,User2,False,null,null
6,SCB,6.3,Final Project under SCB,6.3.6,Sixth Module in Final Project under SCB,6.3.6.1,Error 1 of Sixth Module In Final Project under SCB,No Mitigation yet :(,No links yet ,User3,False,null,null
7,Delivery,7.1,Initial Project under Delivery,7.1.6,Sixth Module in Initial Project under Delivery,7.1.6.1,Error 1 of Sixth Module In Initial Project under Delivery,No Mitigation yet :(,No links yet ,User1,False,null,null
7,Delivery,7.2,Secondary Project under Delivery,7.2.6,Sixth Module in Secondary Project under Delivery,7.2.6.1,Error 1 of Sixth Module In Secondary Project under Delivery,No Mitigation yet :(,No links yet ,User2,False,null,null
7,Delivery,7.3,Final Project under Delivery,7.3.6,Sixth Module in Final Project under Delivery,7.3.6.1,Error 1 of Sixth Module In Final Project under Delivery,No Mitigation yet :(,No links yet ,User3,True,User8,null
14,T24,14.1,Initial Project under T24,14.1.6,Sixth Module in Initial Project under T24,14.1.6.1,Error 1 of Sixth Module In Initial Project under T24,No Mitigation yet :(,No links yet ,User1,False,null,null
14,T24,14.2,Secondary Project under T24,14.2.6,Sixth Module in Secondary Project under T24,14.2.6.1,Error 1 of Sixth Module In Secondary Project under T24,No Mitigation yet :(,No links yet ,User2,False,null,null
14,T24,14.3,Final Project under T24,14.3.6,Sixth Module in Final Project under T24,14.3.6.1,Error 1 of Sixth Module In Final Project under T24,No Mitigation yet :(,No links yet ,User3,False,null,null
